date,domain,price,venue,length,dot_com,hyphen,numbers
2018-08-17,kingstonbridge.com,120,GoDaddy,14,1,0,0
2020-04-01,nationaldetroit.com,126,GoDaddy,15,1,0,0
2018-01-30,ibu.cc,125,DropCatch,3,0,0,0
2018-04-09,battlela.com,134,DropCatch,8,1,0,0
2017-10-06,suenamp3.com,137,GoDaddy,8,1,0,1
2019-06-01,anticounterfeit-expo.com,115,GoDaddy,20,1,1,0
2019-02-20,myhempstore.com,140,GoDaddy,11,1,0,0
2018-08-03,riotboardsports.com,123,GoDaddy,15,1,0,0
2018-09-15,discoveryfranchise.com,130,GoDaddy,18,1,0,0
2019-03-24,lizzano.com,122,NameJet,7,1,0,0
2019-08-10,katanawb.com,131,GoDaddy,8,1,0,0
2020-03-29,eyebuydirct.com,137,GoDaddy,11,1,0,0
2019-08-28,nexusinnovation.com,116,GoDaddy,15,1,0,0
2018-07-21,thedreamingcafe.com,125,GoDaddy,15,1,0,0
2019-06-28,socialgadget.com,139,GoDaddy,12,1,0,0
2018-10-11,familybeds.com,130,GoDaddy,10,1,0,0
2017-09-29,ilanaglazer.com,127,GoDaddy,11,1,0,0
2019-06-30,fjzxx.com,120,GoDaddy,5,1,0,0
2019-03-30,secretsubject.com,127,GoDaddy,13,1,0,0
2019-04-08,livingroomdid.com,140,GoDaddy,13,1,0,0
2019-09-08,quickresponseteam.com,117,GoDaddy,17,1,0,0
2020-03-14,qm63.com,124,DropCatch,4,1,0,1
2019-09-13,fundamentalcbd.com,138,GoDaddy,14,1,0,0
2018-02-16,lovelybabyandbeyond.com,133,GoDaddy,19,1,0,0
2017-11-14,dance.es,117,Sedo,5,0,0,0
2018-01-13,kiklivepics.com,123,Dynadot,11,1,0,0
2019-05-23,englandteam.com,126,GoDaddy,11,1,0,0
2020-04-19,esjournals.org,138,GoDaddy,10,0,0,0
2019-12-22,machlab.com,139,GoDaddy,7,1,0,0
2018-10-18,cityfruits.com,131,DropCatch,10,1,0,0
2020-05-01,youmeds.com,125,GoDaddy,7,1,0,0
2019-06-16,lnkclktrck.com,125,GoDaddy,10,1,0,0
2019-10-25,prohorses.com,115,GoDaddy,9,1,0,0
2019-09-15,158830.com,135,DropCatch,6,1,0,1
2020-03-07,steelframebuilding.com,136,GoDaddy,18,1,0,0
2020-01-02,cyberutiles.com,121,GoDaddy,11,1,0,0
2018-05-03,500411.com,133,GoDaddy,6,1,0,1
2018-04-24,palladiumcoins.com,128,GoDaddy,14,1,0,0
2019-02-23,chmok.com,135,GoDaddy,5,1,0,0
2020-02-04,hats.ai,130,Whois.ai,4,0,0,0
2019-02-21,yavatmal.com,126,GoDaddy,8,1,0,0
2020-01-11,www720.com,130,GoDaddy,6,1,0,1
2020-03-30,orangecheese.com,134,GoDaddy,12,1,0,0
2020-03-03,themetalbikini.com,119,GoDaddy,14,1,0,0
2019-05-09,authortours.com,115,GoDaddy,11,1,0,0
2018-11-06,nxfcw.com,120,DropCatch,5,1,0,0
2020-05-22,boulderexpress.com,132,GoDaddy,14,1,0,0
2018-05-30,pornsource.org,127,Dynadot,10,0,0,0
2020-03-24,marinehybrid.com,116,GoDaddy,12,1,0,0
2018-10-31,arbenefits.com,130,GoDaddy,10,1,0,0
2019-04-24,wwwhv.com,116,GoDaddy,5,1,0,0
2020-01-01,360erp.com,127,GoDaddy,6,1,0,1
2017-08-18,vinyloptions.com,127,GoDaddy,12,1,0,0
2019-04-11,dasika.com,128,GoDaddy,6,1,0,0
2018-05-15,spenardfarmersmarket.org,140,GoDaddy,20,0,0,0
2016-01-15,weddingflowersphotos.net,132,GoDaddy,20,0,0,0
2017-12-12,vpngeek.com,129,NameJet,7,1,0,0
2017-07-11,sciencewriters2015.org,130,NameJet,18,0,0,1
2019-09-30,auraxium.com,119,GoDaddy,8,1,0,0
2018-01-05,rebuildconsulting.com,120,GoDaddy,17,1,0,0
2019-05-16,unifiedgovernance.com,134,GoDaddy,17,1,0,0
2020-01-03,opusrecruitment.com,127,GoDaddy,15,1,0,0
2020-04-14,inovablog.com,126,GoDaddy,9,1,0,0
2019-04-24,sodzo.com,126,GoDaddy,5,1,0,0
2019-01-20,screencleaning.com,125,GoDaddy,14,1,0,0
2018-09-29,xlcrypto.com,116,GoDaddy,8,1,0,0
2018-11-17,theloo.org,136,DropCatch,6,0,0,0
2019-09-28,zumafuncenters.com,121,GoDaddy,14,1,0,0
2020-04-09,stableventures.com,129,GoDaddy,14,1,0,0
2019-10-31,fly-jet.com,137,GoDaddy,7,1,1,0
2018-03-23,allweneedislove.com,130,GoDaddy,15,1,0,0
2017-12-07,xn--gq9h.ws,115,GoDaddy,8,0,1,1
2020-02-29,nexxian.com,134,GoDaddy,7,1,0,0
2019-02-28,nushuz.com,123,GoDaddy,6,1,0,0
2018-05-09,indexgames.com,127,GoDaddy,10,1,0,0
2018-03-18,forkbitcoin.com,122,GoDaddy,11,1,0,0
2019-07-12,otayori.com,137,GoDaddy,7,1,0,0
2017-08-06,healthbuds.com,125,GoDaddy,10,1,0,0
2020-03-08,costumidicarnevale.com,116,GoDaddy,18,1,0,0
2020-04-01,medicaljb.com,126,GoDaddy,9,1,0,0
2018-11-25,87pz.com,137,GoDaddy,4,1,0,1
2019-06-10,ylxtv.com,127,GoDaddy,5,1,0,0
2018-12-05,centralfilling.com,130,DropCatch,14,1,0,0
2019-05-11,fundmi.com,127,GoDaddy,6,1,0,0
2019-01-24,swimman.com,130,DropCatch,7,1,0,0
2020-03-27,gentlewasher.com,125,GoDaddy,12,1,0,0
2020-01-22,aeroauctions.com,125,NameJet,12,1,0,0
2019-03-12,cad9.com,119,GoDaddy,4,1,0,1
2017-07-26,pj4433.com,127,GoDaddy,6,1,0,1
2020-04-16,gqq.io,125,Dynadot,3,0,0,0
2019-03-22,topshelfauto.com,116,GoDaddy,12,1,0,0
2020-04-02,caudaequina.org,130,DropCatch,11,0,0,0
2019-06-28,theeventdesigners.com,139,GoDaddy,17,1,0,0
2019-06-02,reshapelandscapellc.com,115,GoDaddy,19,1,0,0
2018-03-10,superletter.com,124,DropCatch,11,1,0,0
2018-12-04,datasprint.com,125,GoDaddy,10,1,0,0
2019-01-17,pbfsports.com,119,GoDaddy,9,1,0,0
2018-06-05,malfeasance.com,120,NameJet,11,1,0,0
2017-06-24,estoril-portugal.com,115,GoDaddy,16,1,1,0
2020-03-27,hudbox.com,116,GoDaddy,6,1,0,0
2019-10-14,expresscpa.com,125,GoDaddy,10,1,0,0
2019-07-22,emakes.com,125,GoDaddy,6,1,0,0
2018-04-25,wellcommunity.com,140,GoDaddy,13,1,0,0
2017-08-28,localboom.com,130,GoDaddy,9,1,0,0
2018-10-07,tropbon.com,116,GoDaddy,7,1,0,0
2020-01-24,midksnews.com,117,GoDaddy,9,1,0,0
2020-05-22,expertcarpentry.com,116,GoDaddy,15,1,0,0
2019-07-19,miriam.uk,124,Sedo,6,0,0,0
2018-08-07,transpactechnology.com,125,GoDaddy,18,1,0,0
2019-09-23,thelifenostalgic.com,123,GoDaddy,16,1,0,0
2018-12-06,yunguyo.com,126,GoDaddy,7,1,0,0
2019-08-04,bedmonitor.com,127,GoDaddy,10,1,0,0
2019-01-17,meditoxofpalmbeach.com,125,GoDaddy,18,1,0,0
2018-05-02,sangeronimolodge.com,115,GoDaddy,16,1,0,0
2019-08-16,consumerloans.uk,120,Sedo,13,0,0,0
2019-06-10,allique.com,130,GoDaddy,7,1,0,0
2019-03-15,mbmoto.com,115,GoDaddy,6,1,0,0
2020-03-17,secretwe.com,122,GoDaddy,8,1,0,0
2018-06-02,problemdissolved.com,130,GoDaddy,16,1,0,0
2017-07-27,bluecollarcatwalk.com,130,GoDaddy,17,1,0,0
2020-03-16,svcannabis.com,131,GoDaddy,10,1,0,0
2020-05-15,swissconfederation.com,124,GoDaddy,18,1,0,0
2019-07-11,palaceofwonders.com,140,GoDaddy,15,1,0,0
2019-10-28,blankme.com,134,GoDaddy,7,1,0,0
2019-05-28,fivecondo.com,117,GoDaddy,9,1,0,0
2018-08-12,qhmu.com,140,GoDaddy,4,1,0,0
2019-07-11,newsr.org,116,GoDaddy,5,0,0,0
2018-08-27,onlysurf.com,125,GoDaddy,8,1,0,0
2019-03-29,ironarts.com,121,NameJet,8,1,0,0
2019-02-02,vkti.com,137,GoDaddy,4,1,0,0
2019-10-13,chuiai.com,121,DropCatch,6,1,0,0
2018-12-26,aixcapital.com,121,NameJet,10,1,0,0
2019-05-02,nacle.org,125,GoDaddy,5,0,0,0
2018-04-24,500208.com,139,GoDaddy,6,1,0,1
2020-05-18,wmp.io,130,Dynadot,3,0,0,0
2019-04-26,nokuse.com,123,GoDaddy,6,1,0,0
2019-08-31,themobileys.com,120,GoDaddy,11,1,0,0
2018-01-15,dataiot.com,116,GoDaddy,7,1,0,0
2020-05-06,2options.com,135,GoDaddy,8,1,0,1
2018-05-17,ffff77.com,131,GoDaddy,6,1,0,1
2019-08-28,sirche.com,134,GoDaddy,6,1,0,0
2017-12-17,wellnesshc.com,120,GoDaddy,10,1,0,0
2019-11-19,chaintech.org,124,DropCatch,9,0,0,0
2018-03-29,venturepreneurs.com,130,GoDaddy,15,1,0,0
2019-06-15,nadcp.com,115,GoDaddy,5,1,0,0
2017-09-07,archiesseabreeze.com,137,GoDaddy,16,1,0,0
2020-05-18,trinkety.com,118,GoDaddy,8,1,0,0
2019-04-10,wsug.com,119,NameJet,4,1,0,0
2019-04-22,ultimibarbarorum.com,136,GoDaddy,16,1,0,0
2019-03-20,hiqb.com,134,DropCatch,4,1,0,0
2019-02-14,longwe.com,124,DropCatch,6,1,0,0
2017-08-03,indelv.com,130,NameJet,6,1,0,0
2018-06-23,byteclass.org,129,NameJet,9,0,0,0
2019-06-15,qp436.com,118,GoDaddy,5,1,0,1
2018-07-10,yourpresident.com,134,Dynadot,13,1,0,0
2020-03-21,atomic.ly,127,Docky.ly,6,0,0,0
2019-01-17,halkegitim.com,120,GoDaddy,10,1,0,0
2020-03-10,goville.com,115,DropCatch,7,1,0,0
2019-06-25,bitcoinstrategy.com,129,Dynadot,15,1,0,0
2018-11-28,prominent.org,139,NameJet,9,0,0,0
2018-09-27,xvxt.com,115,GoDaddy,4,1,0,0
2019-11-20,402929.com,133,GoDaddy,6,1,0,1
2020-03-05,lovebigger.com,137,GoDaddy,10,1,0,0
2017-10-21,mybitcoinrewards.com,125,GoDaddy,16,1,0,0
2019-12-22,antiqueliquidation.com,135,Dynadot,18,1,0,0
2017-10-14,kingfilmschool.com,132,GoDaddy,14,1,0,0
2017-10-13,mobileblocker.com,116,GoDaddy,13,1,0,0
2017-08-04,ventika.com,134,DropCatch,7,1,0,0
2019-12-27,samilan.com,140,NameJet,7,1,0,0
2019-05-20,pliiz.com,120,GoDaddy,5,1,0,0
2018-01-23,medicalprivacysolutions.com,116,GoDaddy,23,1,0,0
2019-11-17,officialreports.com,118,GoDaddy,15,1,0,0
2017-08-17,ruckinginsurance.com,119,GoDaddy,16,1,0,0
2017-12-25,peaceandplanet.org,132,DropCatch,14,0,0,0
2019-02-09,ygvy.com,140,GoDaddy,4,1,0,0
2018-12-23,cloudpreview.com,130,GoDaddy,12,1,0,0
2019-08-29,retaillife.com,115,GoDaddy,10,1,0,0
2019-04-24,wildluck.com,116,GoDaddy,8,1,0,0
2017-08-16,getsmokin.com,125,GoDaddy,9,1,0,0
2017-12-22,ipayperclick.com,125,GoDaddy,12,1,0,0
2020-04-11,ourwll.com,122,GoDaddy,6,1,0,0
2020-01-12,gunsafetyrules.com,135,Flippa,14,1,0,0
2020-02-08,xn--sjq53jr6i.com,135,GoDaddy,13,1,1,1
2019-07-06,revamphomegoods.com,130,GoDaddy,15,1,0,0
2018-01-19,elkridgegolf.com,138,GoDaddy,12,1,0,0
2019-02-21,frontpage-templates.org,125,GoDaddy,19,0,1,0
2019-04-17,xn--w2x.com,135,Dynadot,7,1,1,1
2019-02-09,toppitch.co,125,GoDaddy,8,0,0,0
2020-01-21,thehormones.com,116,GoDaddy,11,1,0,0
2020-05-08,hashii.com,115,GoDaddy,6,1,0,0
2020-03-06,xuyn.com,136,GoDaddy,4,1,0,0
2019-07-03,sankash.com,125,GoDaddy,7,1,0,0
2019-08-05,animals1.com,137,GoDaddy,8,1,0,1
2019-06-01,bestdestiny.com,124,GoDaddy,11,1,0,0
2019-06-20,virtualb2b.com,117,GoDaddy,10,1,0,1
2019-10-13,kc86.com,124,DropCatch,4,1,0,1
2019-01-21,keycourses.com,121,GoDaddy,10,1,0,0
2019-07-15,shuatai.com,134,DropCatch,7,1,0,0
2019-04-17,sewhappins.com,125,GoDaddy,10,1,0,0
2019-09-19,altaigroup.com,123,GoDaddy,10,1,0,0
2019-04-25,bcuuu.com,137,GoDaddy,5,1,0,0
2020-04-13,serendipitystore.com,116,GoDaddy,16,1,0,0
2019-12-09,womenontherise-worth.org,115,GoDaddy,20,0,1,0
2019-12-26,directinternational.com,130,GoDaddy,19,1,0,0
2019-12-30,purebest.com,126,GoDaddy,8,1,0,0
2020-02-02,moneyticket.com,127,GoDaddy,11,1,0,0
2018-02-16,healthyvalue.com,115,GoDaddy,12,1,0,0
2019-04-25,arxhamster.com,139,NameJet,10,1,0,0
2018-05-18,miloyoung.com,117,GoDaddy,9,1,0,0
2020-04-15,waterheater.net,116,NameJet,11,0,0,0
2019-09-07,silvercreek.org,121,DropCatch,11,0,0,0
2018-09-16,kpzv.com,115,GoDaddy,4,1,0,0
2018-04-28,polymera.com,132,GoDaddy,8,1,0,0
2019-07-05,uniqque.com,128,DropCatch,7,1,0,0
2020-02-14,shredda.com,133,GoDaddy,7,1,0,0
2018-04-24,mcginnformayor.com,125,GoDaddy,14,1,0,0
2020-05-30,barefootstudios.com,116,GoDaddy,15,1,0,0
2019-04-02,donarosa.com,139,NameJet,8,1,0,0
2020-04-28,777yabo.com,127,GoDaddy,7,1,0,1
2017-09-13,placetag.com,115,DropCatch,8,1,0,0
2018-10-09,iheartcode.com,115,GoDaddy,10,1,0,0
2017-10-20,intellilinks.com,135,GoDaddy,12,1,0,0
2020-02-28,sochis.com,132,GoDaddy,6,1,0,0
2018-05-26,tischdeko.com,130,NameJet,9,1,0,0
2018-10-23,reifenberg.com,136,DropCatch,10,1,0,0
2019-07-08,umbrellainc.com,131,GoDaddy,11,1,0,0
2019-04-22,gpstrails.com,134,GoDaddy,9,1,0,0
2019-09-03,992272.com,131,DropCatch,6,1,0,1
2019-08-12,franka-potente.org,125,DropCatch,14,0,1,0
2017-11-16,fulero.com,132,GoDaddy,6,1,0,0
2019-07-05,wibuilder.com,135,GoDaddy,9,1,0,0
2015-11-30,anaheimcardiologymedicalgroup.com,119,GoDaddy,29,1,0,0
2019-10-29,handoflove.com,115,GoDaddy,10,1,0,0
2019-08-06,portelance.com,115,GoDaddy,10,1,0,0
2017-07-13,zocapital.com,120,NameJet,9,1,0,0
2019-09-12,b2b110.com,135,GoDaddy,6,1,0,1
2017-07-28,printautomation.com,131,NameJet,15,1,0,0
2018-01-20,haushaltshilfe.org,115,DropCatch,14,0,0,0
2018-04-22,unitedmediapublishing.com,121,GoDaddy,21,1,0,0
2017-11-23,onlyinohio.com,123,GoDaddy,10,1,0,0
2018-03-24,greendiyenergy.com,129,GoDaddy,14,1,0,0
2019-11-07,yomco.com,135,GoDaddy,5,1,0,0
2015-09-01,lwkv.com,135,GoDaddy,4,1,0,0
2017-09-21,tacticaladvisor.com,123,GoDaddy,15,1,0,0
2018-01-09,888jn.com,121,DropCatch,5,1,0,1
2019-07-05,prk.io,116,Park.io,3,0,0,0
2019-10-27,ketoprime.com,122,GoDaddy,9,1,0,0
2019-04-28,insuletics.com,130,GoDaddy,10,1,0,0
2019-04-01,americanqualityservice.com,125,GoDaddy,22,1,0,0
2018-08-12,popgates.com,138,GoDaddy,8,1,0,0
2017-11-21,jinditan.com,133,GoDaddy,8,1,0,0
2020-01-08,fusionbloom.com,127,GoDaddy,11,1,0,0
2017-08-03,hiddenmode.com,120,NameJet / NamePull.com,10,1,0,0
2019-07-02,oncoguide.com,117,GoDaddy,9,1,0,0
2018-06-03,hqnude.com,116,GoDaddy,6,1,0,0
2018-01-18,droneinspectionservice.com,128,GoDaddy,22,1,0,0
2019-08-21,pinkfarmer.com,121,GoDaddy,10,1,0,0
2019-04-15,millenilink.com,127,GoDaddy,11,1,0,0
2019-12-18,jedemenage.com,121,DropCatch,10,1,0,0
2019-08-20,bitacoles.net,120,DropCatch,9,0,0,0
2018-01-08,inspireyouthproject.org,140,GoDaddy,19,0,0,0
2019-06-14,zedhouse.com,116,GoDaddy,8,1,0,0
2020-04-18,canineartguild.com,125,GoDaddy,14,1,0,0
2017-09-15,lacely.com,126,GoDaddy,6,1,0,0
2019-06-30,bayharbortampa.com,117,GoDaddy,14,1,0,0
2018-05-29,engagement.us,125,GoDaddy,10,0,0,0
2019-08-03,hungrycommunications.com,139,GoDaddy,20,1,0,0
2020-02-14,valkyrie.io,130,Dynadot,8,0,0,0
2018-04-21,safarivr.com,128,GoDaddy,8,1,0,0
2016-06-21,tubery.com,120,GoDaddy,6,1,0,0
2018-10-24,tjyhxx.org,140,DropCatch,6,0,0,0
2019-06-28,theheartbeading.com,128,GoDaddy,15,1,0,0
2018-04-12,100016.com,127,4.CN,6,1,0,1
2019-10-22,tokenjar.com,126,GoDaddy,8,1,0,0
2019-11-13,webtechnologies.net,117,GoDaddy,15,0,0,0
2015-07-08,leapfactory.com,139,NameJet,11,1,0,0
2018-11-11,chibuy.com,133,GoDaddy,6,1,0,0
2019-04-24,3dok.com,134,DropCatch,4,1,0,1
2019-06-09,the-craft.com,118,GoDaddy,9,1,1,0
2019-10-07,drpinna.com,117,GoDaddy,7,1,0,0
2018-03-28,forstercourthotel.com,116,GoDaddy,17,1,0,0
2019-01-15,neuroventas.com,123,GoDaddy,11,1,0,0
2018-09-19,icsoft-pt.org,122,GoDaddy,9,0,1,0
2018-01-13,thecoins.net,115,GoDaddy,8,0,0,0
2017-08-19,egyaan.com,136,GoDaddy,6,1,0,0
2019-05-22,davidlatour.com,130,GoDaddy,11,1,0,0
2019-08-31,zubers.com,116,GoDaddy,6,1,0,0
2017-08-06,tietoronto.org,128,GoDaddy,10,0,0,0
2019-09-14,rwebs.com,135,GoDaddy,5,1,0,0
2019-09-04,seattlesoundmag.com,135,GoDaddy,15,1,0,0
2017-09-04,douyulu.com,124,DropCatch,7,1,0,0
2018-07-16,lephone.cc,134,DropCatch,7,0,0,0
2018-04-12,petbottles.com,120,NameJet,10,1,0,0
2019-02-05,modernquilters.com,130,GoDaddy,14,1,0,0
2018-12-23,coatn.com,122,GoDaddy,5,1,0,0
2018-04-07,gayswag.com,140,GoDaddy,7,1,0,0
2019-01-17,rzpa.com,135,NameJet,4,1,0,0
2019-05-01,allergy-link.com,128,GoDaddy,12,1,1,0
2018-05-04,qiu22.com,120,GoDaddy,5,1,0,1
2019-02-09,cyew.com,138,GoDaddy,4,1,0,0
2020-02-27,rumba.io,125,Dynadot,5,0,0,0
2018-04-19,selfcoloringpages.com,135,GoDaddy,17,1,0,0
2019-05-17,embassystore.com,135,GoDaddy,12,1,0,0
2019-09-18,bluecurl.com,134,GoDaddy,8,1,0,0
2018-12-16,hemproller.com,120,GoDaddy,10,1,0,0
2018-04-19,noengine.com,119,GoDaddy,8,1,0,0
2019-07-28,deshotels.com,137,GoDaddy,9,1,0,0
2019-04-29,momentization.com,128,GoDaddy,13,1,0,0
2019-04-26,kydesigns.com,119,GoDaddy,9,1,0,0
2019-04-17,xpaintball.com,121,NameJet,10,1,0,0
2019-08-05,lylemovie.com,128,GoDaddy,9,1,0,0
2018-03-25,investinforex.com,120,DropCatch,13,1,0,0
2020-01-23,uptall.com,117,GoDaddy,6,1,0,0
2019-10-29,casinopatron.com,129,GoDaddy,12,1,0,0
2020-02-25,666528.com,120,GoDaddy,6,1,0,1
2019-06-18,recobra.com,116,Dynadot,7,1,0,0
2019-09-16,patterdale.org,120,DropCatch,10,0,0,0
2019-08-12,193331.com,133,GoDaddy,6,1,0,1
2020-03-22,b759.com,117,GoDaddy,4,1,0,1
2019-06-03,senegalannonces.com,120,DropCatch,15,1,0,0
2020-04-10,ex-flash.com,140,GoDaddy,8,1,1,0
2020-02-26,cadillacmoonensemble.com,120,DropCatch,20,1,0,0
2020-03-15,waxwear.com,116,GoDaddy,7,1,0,0
2018-12-16,ctcommercial.com,116,GoDaddy,12,1,0,0
2017-11-03,smarthomework.com,125,GoDaddy,13,1,0,0
2018-06-08,peerverify.com,121,NameJet,10,1,0,0
2020-05-03,trakyali.com,131,GoDaddy,8,1,0,0
2020-02-11,digitalcadcam.com,132,GoDaddy,13,1,0,0
2018-04-09,vitalglow.com,138,GoDaddy,9,1,0,0
2017-07-30,kittymeow.com,130,GoDaddy,9,1,0,0
2018-05-04,businessmanagement.net,115,GoDaddy,18,0,0,0
2018-11-09,efyk.com,124,NameJet,4,1,0,0
2017-06-10,thedge.com,127,GoDaddy,6,1,0,0
2019-08-06,coursera.ai,140,Whois.ai,8,0,0,0
2019-03-13,windinghills.com,129,NameJet,12,1,0,0
2018-12-24,bzut.com,128,GoDaddy,4,1,0,0
2019-03-13,shaolun.com,134,DropCatch,7,1,0,0
2020-05-26,purposeandpassion.com,124,DropCatch,17,1,0,0
2019-08-20,ypux.com,125,GoDaddy,4,1,0,0
2019-04-09,seo-analysis.com,127,GoDaddy,12,1,1,0
2019-03-06,edservice.com,122,GoDaddy,9,1,0,0
2018-01-21,qminmagazine.com,164,GoDaddy,12,1,0,0
2019-09-05,junklifters.com,147,GoDaddy,11,1,0,0
2019-09-19,centrana.com,148,GoDaddy,8,1,0,0
2017-11-27,coinloaner.com,155,GoDaddy,10,1,0,0
2017-09-14,solsticeadvertising.com,141,GoDaddy,19,1,0,0
2018-02-06,deperio.com,158,GoDaddy,7,1,0,0
2017-07-01,wcxv.com,159,NameJet,4,1,0,0
2020-04-25,installfast.com,160,GoDaddy,11,1,0,0
2019-12-18,fdjv.com,149,DropCatch,4,1,0,0
2019-05-06,officeprofessionals.com,149,NameJet,19,1,0,0
2020-05-02,teenswhocare.com,155,GoDaddy,12,1,0,0
2017-12-18,frequentmiles.com,148,Dynadot,13,1,0,0
2018-03-11,f-wing.com,159,DropCatch,6,1,1,0
2020-05-19,sealifegifts.net,155,GoDaddy,12,0,0,0
2019-02-10,cyclelist.com,152,DropCatch,9,1,0,0
2018-12-30,littlelite.net,155,GoDaddy,10,0,0,0
2018-06-17,tivj.com,150,NameJet,4,1,0,0
2018-04-15,181sun.com,147,GoDaddy,6,1,0,1
2019-05-19,retirementfitness.com,160,GoDaddy,17,1,0,0
2018-04-20,strongsmile.com,144,GoDaddy,11,1,0,0
2017-11-17,iotassurance.com,154,GoDaddy,12,1,0,0
2019-08-06,k3366.com,157,GoDaddy,5,1,0,1
2019-11-23,digitalroost.com,155,GoDaddy,12,1,0,0
2018-05-01,angelrealm.com,164,GoDaddy,10,1,0,0
2019-07-31,athleticinsurance.com,154,GoDaddy,17,1,0,0
2019-01-10,filefreakout.com,155,GoDaddy,12,1,0,0
2018-04-04,necplus.com,165,DropCatch,7,1,0,0
2019-04-04,dufw.com,160,GoDaddy,4,1,0,0
2019-06-01,trispirit.com,152,GoDaddy,9,1,0,0
2017-10-06,insuredmoney.com,143,GoDaddy,12,1,0,0
2018-01-31,forceguru.com,160,GoDaddy,9,1,0,0
2017-10-29,lanewells.com,146,GoDaddy,9,1,0,0
2020-05-23,zewio.com,160,GoDaddy,5,1,0,0
2018-04-27,infocus-phxart.org,155,GoDaddy,14,0,1,0
2020-05-01,diabetic.pro,165,Catched.com,8,0,0,0
2020-05-30,alohathemes.com,156,GoDaddy,11,1,0,0
2020-02-06,psychicreadingsonline.com,156,GoDaddy,21,1,0,0
2018-07-17,ybfe.com,150,GoDaddy,4,1,0,0
2018-04-26,898925.com,156,GoDaddy,6,1,0,1
2020-04-24,theblock-mag.com,145,GoDaddy,12,1,1,0
2019-07-06,lostandsold.com,155,GoDaddy,11,1,0,0
2017-11-20,vivality.com,151,GoDaddy,8,1,0,0
2019-01-22,usssp-iodp.org,152,DropCatch,10,0,1,0
2018-10-03,world-travel-photos.com,150,DropCatch,19,1,1,0
2017-12-15,zvbh.com,153,Sedo,4,1,0,0
2020-03-31,jaymartin.com,152,GoDaddy,9,1,0,0
2020-03-17,techsolutions.org,156,GoDaddy,13,0,0,0
2018-09-05,vallure.com,160,GoDaddy,7,1,0,0
2018-02-01,islandpferde.com,165,DropCatch,12,1,0,0
2019-03-11,theleveller.org,161,GoDaddy,11,0,0,0
2020-01-15,telsev.com,145,DropCatch,6,1,0,0
2018-03-20,xjdo.com,148,Dynadot,4,1,0,0
2018-12-08,astromusic.com,151,NameJet,10,1,0,0
2019-11-19,soupdesign.com,145,GoDaddy,10,1,0,0
2018-04-16,bitcoinfaucetexchange.com,165,DropCatch,21,1,0,0
2017-12-15,rjep.com,160,NameJet,4,1,0,0
2019-02-11,upsmarket.com,156,GoDaddy,9,1,0,0
2017-11-03,javhack.com,147,GoDaddy,7,1,0,0
2019-01-18,vacantshops.com,161,DropCatch,11,1,0,0
2017-11-03,offcolortv.com,165,GoDaddy,10,1,0,0
2018-09-01,townoffranklinvillenc.org,165,NameJet,21,0,0,0
2018-02-01,housefancy.com,142,GoDaddy,10,1,0,0
2019-12-05,sportsbar.net,150,GoDaddy,9,0,0,0
2019-08-11,ovconnect.com,155,GoDaddy,9,1,0,0
2019-08-09,matonglamdep.com,155,GoDaddy,12,1,0,0
2018-08-01,bonfirecommunity.org,160,GoDaddy,16,0,0,0
2019-07-21,socialasking.com,141,GoDaddy,12,1,0,0
2017-10-22,484499.com,143,GoDaddy,6,1,0,1
2017-07-21,gurumeditation.com,158,NameJet,14,1,0,0
2019-10-18,798879.com,145,GoDaddy,6,1,0,1
2017-09-25,investors.me,155,GoDaddy,9,0,0,0
2019-11-09,everproperties.com,142,GoDaddy,14,1,0,0
2019-05-25,thebank-online.org,151,DropCatch,14,0,1,0
2020-02-24,sherpaidentitytheftprotection.com,155,GoDaddy,29,1,0,0
2019-04-13,fertco.com,141,GoDaddy,6,1,0,0
2018-10-24,dbzepisode.org,160,GoDaddy,10,0,0,0
2020-05-01,meklithadero.com,155,GoDaddy,12,1,0,0
2020-01-03,eusa-edu.com,141,GoDaddy,8,1,1,0
2018-09-21,gsmexpert.com,150,NameJet,9,1,0,0
2018-09-16,mountainkids.com,156,GoDaddy,12,1,0,0
2019-09-28,pitoresco.com,165,GoDaddy,9,1,0,0
2019-10-28,wearablevr.com,152,GoDaddy,10,1,0,0
2019-03-26,hedgefund.me,163,Dynadot,9,0,0,0
2019-08-29,vogon-international.com,160,GoDaddy,19,1,1,0
2019-07-22,majoys.com,150,GoDaddy,6,1,0,0
2020-03-03,tepball.com,159,GoDaddy,7,1,0,0
2017-12-12,cvkf.com,160,NameJet,4,1,0,0
2019-05-25,disastershield.com,156,GoDaddy,14,1,0,0
2020-01-26,efkz.com,147,GoDaddy,4,1,0,0
2019-07-15,wcnu.com,154,NameJet,4,1,0,0
2018-08-10,tradeyard.com,146,NameJet,9,1,0,0
2018-02-27,ultimento.com,155,GoDaddy,9,1,0,0
2018-07-01,cryptobundle.com,162,GoDaddy,12,1,0,0
2018-05-29,iainc.com,149,NameJet,5,1,0,0
2019-01-01,bodyworksnutrition.com,155,GoDaddy,18,1,0,0
2017-09-23,diecutswithaview.com,165,GoDaddy,16,1,0,0
2019-05-05,hotlesbianclips.com,151,DropCatch,15,1,0,0
2018-01-18,beyondthedunes.com,157,GoDaddy,14,1,0,0
2019-04-25,statment.com,146,GoDaddy,8,1,0,0
2019-05-30,ozcanailesi.com,152,GoDaddy,11,1,0,0
