date,domain,price,venue,length,dot_com,hyphen,numbers
2020-01-19,bcimobile.com,6000,Efty,9,1,0,0
2020-01-20,mercurycard.com,16849,GoDaddy,11,1,0,0
2020-01-20,jooxmap.com,12050,DropCatch,7,1,0,0
2020-01-20,device.io,7949,Park.io,6,0,0,0
2020-01-20,webglimpse.net,6800,GoDaddy,10,0,0,0
2020-01-20,nationalcontractors.com,5700,GoDaddy,19,1,0,0
2020-01-03,invierto.com,16755,Sedo,8,1,0,0
2020-01-03,zozi.com,11000,GoDaddy,4,1,0,0
2020-01-03,123movieshub.to,7532,Register.TO,12,0,0,1
2020-01-03,alcoholtreatment.org,6969,GoDaddy,16,0,0,0
2020-01-21,threadflip.com,7350,DropCatch,10,1,0,0
2020-01-21,jollofnews.com,5900,GoDaddy,10,1,0,0
2020-01-04,userbase.com,33500,GoDaddy,8,1,0,0
2020-01-04,smartcat.com,9018,GoDaddy,8,1,0,0
2020-01-05,radiomarconi.com,8865,GoDaddy,12,1,0,0
2020-01-05,boostable.com,8100,DropCatch,9,1,0,0
2020-01-05,46088.com,5600,GoDaddy,5,1,0,1
2020-01-06,pomogi.org,12121,GoDaddy,6,0,0,0
2020-01-06,winbit.com,6700,GoDaddy,6,1,0,0
2020-01-06,f17.com,5500,GoDaddy,3,1,0,1
2020-01-06,repelis.com,5125,GoDaddy,7,1,0,0
2020-01-07,techeye.net,24850,GoDaddy,7,0,0,0
2020-01-07,erogames.com,13428,Sedo,8,1,0,0
2020-01-07,escort.ai,9525,Whois.ai,6,0,0,0
2020-01-07,govote.com,8001,NameJet,6,1,0,0
2020-01-07,ric-zai-inc.com,7150,DropCatch,11,1,1,0
2020-01-07,776633.com,6600,GoDaddy,6,1,0,1
2020-01-08,purem.com,18860,Sedo,5,1,0,0
2020-01-08,bestforbabes.org,6901,GoDaddy,12,0,0,0
2020-01-08,blog.to,5800,Park.io,4,0,0,0
2020-01-08,vroo.com,5400,GoDaddy,4,1,0,0
2020-01-08,better.ai,5200,Whois.ai,6,0,0,0
2020-01-09,jobsfed.com,6600,NameJet,7,1,0,0
2020-01-09,treepad.com,5200,GoDaddy,7,1,0,0
2020-01-09,youryear.com,5000,Sedo,8,1,0,0
2020-01-10,though.com,10001,NameJet,6,1,0,0
2020-01-10,happyshop.com,7605,DropCatch,9,1,0,0
2020-01-10,bagtags.com,5399,NameJet,7,1,0,0
2020-01-11,microneedling.com,7200,GoDaddy,13,1,0,0
2020-01-11,swiss-shine.com,5558,Sedo,11,1,1,0
2020-01-11,busterjs.org,5100,DropCatch,8,0,0,0
2020-01-11,createjs.org,5100,DropCatch,8,0,0,0
2020-01-27,xinda.com,22101,NameJet,5,1,0,0
2020-01-27,citiscope.org,17250,GoDaddy,9,0,0,0
2020-01-27,mixbit.com,9200,GoDaddy,6,1,0,0
2020-01-27,braindump.com,5277,GoDaddy,9,1,0,0
2020-01-27,polerstuff.com,5100,GoDaddy,10,1,0,0
2020-01-27,winatrip.com,5000,GoDaddy,8,1,0,0
2020-01-25,cargodrones.com,6255,GoDaddy,11,1,0,0
2020-01-25,digitalexchange.de,5623,Sedo,15,0,0,0
2020-01-26,geode.com,17750,GoDaddy,5,1,0,0
2020-01-26,strapon.com,16750,GoDaddy,7,1,0,0
2020-01-26,4k.net,5099,Sedo,2,0,0,1
2020-01-26,ilovechina.com,5000,Sedo,10,1,0,0
2020-01-28,treo.com,15021,DropCatch,4,1,0,0
2020-01-28,32688.com,11000,GoDaddy,5,1,0,1
2020-01-28,99191.com,7863,GoDaddy,5,1,0,1
2020-01-28,fiercemedicaldevices.com,5500,GoDaddy,20,1,0,0
2020-01-29,defensetech.org,15800,DropCatch,11,0,0,0
2020-01-29,themortgage.com,15050,DropCatch,11,1,0,0
2020-01-29,hza.de,12114,Sedo,3,0,0,0
2020-01-29,workzilla.com,9912,Sedo,9,1,0,0
2020-01-29,ambientgreen.com,5859,Sedo,12,1,0,0
2020-01-29,players.net,5700,DropCatch,7,0,0,0
2020-01-29,lahu.com,5650,DropCatch,4,1,0,0
2020-01-29,kamper.de,5507,Sedo,6,0,0,0
2020-01-29,ftmi.org,5400,GoDaddy,4,0,0,0
2020-01-30,wehealth.com,22750,GoDaddy,8,1,0,0
2020-01-30,homeideas.com,13033,GoDaddy,9,1,0,0
2020-01-30,ajkids.com,8050,DropCatch,6,1,0,0
2020-01-31,dubistnichtallein.de,7717,Sedo,17,0,0,0
2020-01-31,dwatchseries.to,6750,Register.TO,12,0,0,0
2020-01-31,lelive.fr,6615,Sedo,6,0,0,0
2020-02-02,00330.com,11067,GoDaddy,5,1,0,1
2020-02-02,yotaphone.com,6350,NameJet,9,1,0,0
2020-02-03,finca.de,13299,Sedo,5,0,0,0
2020-02-03,bestapp.com,7800,DropCatch,7,1,0,0
2020-02-03,danwei.org,7550,DropCatch,6,0,0,0
2020-02-04,sleepwatch.com,7500,Sedo,10,1,0,0
2020-02-04,getinvolved.com,6750,NameJet,11,1,0,0
2020-02-06,umo.com,21200,NameJet,3,1,0,0
2020-02-06,tarot.co.uk,9078,Sedo,5,0,0,0
2020-02-06,alfatec.com,7995,Sedo,7,1,0,0
2020-02-06,yagi.com,6707,GoDaddy,4,1,0,0
2020-02-05,adventus.com,22500,Sedo,8,1,0,0
2020-02-05,urgentmed.com,12805,GoDaddy,9,1,0,0
2020-02-05,57778.com,12202,GoDaddy,5,1,0,1
2020-02-05,briefgold.de,8276,Sedo,9,0,0,0
2020-02-05,healthagent.com,8000,EmpireNames.com,11,1,0,0
2020-02-06,digipost.com,5498,Sedo,8,1,0,0
2020-02-06,sugarlab.com,5300,GoDaddy,8,1,0,0
2020-02-05,ev.io,7944,Park.io,2,0,0,0
2020-02-05,profess.com,7372,NameJet,7,1,0,0
2020-02-05,wgusa.com,5688,BuyDomains,5,1,0,0
2020-02-05,88196.com,5300,GoDaddy,5,1,0,1
2020-02-05,naholdings.com,5000,Sedo,10,1,0,0
2020-02-08,jane.ca,25000,Sedo,4,0,0,0
2020-02-08,bookhouse.com,7350,DropCatch,9,1,0,0
2020-02-08,vrlife.com,6106,GoDaddy,6,1,0,0
2020-02-08,clubcanna.com,5528,GoDaddy,9,1,0,0
2020-02-07,unsubscribe.com,40000,GoDaddy,11,1,0,0
2020-02-07,homedo.fr,18669,Sedo,6,0,0,0
2020-02-07,00067.com,13802,GoDaddy,5,1,0,1
2020-02-07,138888.com,13000,GoDaddy,6,1,0,1
2020-02-07,hicom.com,9100,GoDaddy,5,1,0,0
2020-02-09,revise.com,22027,GoDaddy,6,1,0,0
2020-02-09,fixi.com,16051,DropCatch,4,1,0,0
2020-02-07,listingco.com,9000,Sedo,9,1,0,0
2020-03-12,healthyamericans.org,55000,NameJet,16,0,0,0
2020-03-12,syncope.com,8000,NameJet,7,1,0,0
2020-02-10,vdf.com,21001,DropCatch,3,1,0,0
2020-02-10,xx9.com,13000,GoDaddy,3,1,0,1
2020-02-10,77761.com,12830,GoDaddy,5,1,0,1
2020-02-10,lucie.com,8888,NameJet,5,1,0,0
2020-02-10,nametalk.com,6255,GoDaddy,8,1,0,0
2020-03-13,auden.com,31391,Sedo,5,1,0,0
2020-03-13,doji.com,16250,GoDaddy,4,1,0,0
2020-03-13,adtix.com,10000,Sedo,5,1,0,0
2020-03-13,drivingbusiness.com,8500,Sedo,15,1,0,0
2020-03-14,00075.com,12381,NameJet,5,1,0,1
2020-03-14,55221.com,10318,NameJet,5,1,0,1
2020-03-14,wowcasino.com,10000,Sedo,9,1,0,0
2020-03-14,aquaterra.com,7870,NameJet,9,1,0,0
2020-03-14,writenow.com,7750,NameJet,8,1,0,0
2020-03-13,upliftstudios.com,6201,GoDaddy,13,1,0,0
2020-03-13,meici.com,6101,GoDaddy,5,1,0,0
2020-03-13,bqg.org,5600,GoDaddy,3,0,0,0
2020-03-15,segura.com,18500,NameJet,6,1,0,0
2020-03-14,eia.org,6805,NameJet,3,0,0,0
2020-03-14,jimmycarterlibrary.org,5100,GoDaddy,18,0,0,0
2020-03-14,bestapp.com,5050,DropCatch,7,1,0,0
2020-03-16,chatlines.com,22250,GoDaddy,9,1,0,0
2020-03-16,dapa.com,14527,NameJet,4,1,0,0
2020-03-16,citiprepaid.com,10607,DropCatch,11,1,0,0
2020-03-16,stepwise.com,7150,DropCatch,8,1,0,0
2020-03-16,funeralinsurance.com,5000,BuyDomains,16,1,0,0
2020-03-17,cnta.com,22388,NameJet,4,1,0,0
2020-03-17,groundies.com,15000,Sedo,9,1,0,0
2020-03-17,coached.com,10588,GoDaddy,7,1,0,0
2020-03-17,napalm.com,6800,GoDaddy,6,1,0,0
2020-03-17,coinmint.com,5655,GoDaddy,8,1,0,0
2020-03-17,mybite.com,5400,Sedo,6,1,0,0
2020-03-18,753999.com,11500,GoDaddy,6,1,0,1
2020-03-18,erektio.com,6618,Sedo,7,1,0,0
2020-03-18,teevee.com,5255,GoDaddy,6,1,0,0
2020-03-20,cico.com,48318,Sedo,4,1,0,0
2020-03-20,fonic.com,12611,NameJet,5,1,0,0
2020-03-20,flygermania.com,10150,DropCatch,11,1,0,0
2020-03-20,graphium.com,10000,Sedo,8,1,0,0
2020-03-19,123999.com,25584,GoDaddy,6,1,0,1
2020-03-19,shopifyplus.es,6300,Sedo,11,0,0,0
2020-03-19,shanwen.com,5816,GoDaddy,7,1,0,0
2020-03-19,wfmh.com,5250,DropCatch,4,1,0,0
2020-03-20,navigadget.com,7150,DropCatch,10,1,0,0
2020-03-19,targ.et,5000,DomainHacks.com,4,0,0,0
2020-03-21,29777.com,29680,GoDaddy,5,1,0,1
2020-03-21,werobot.com,8300,NameJet,7,1,0,0
2020-03-21,345888.com,6500,GoDaddy,6,1,0,1
2020-02-11,compraventa.com,7051,DropCatch,11,1,0,0
2020-02-11,wgna.com,5100,NameJet,4,1,0,0
2020-02-11,thewarrior.com,5099,NameJet,10,1,0,0
2020-02-11,cvweb.com,5000,Sedo,5,1,0,0
2020-02-13,profitable.com,200000,Sedo,10,1,0,0
2020-02-13,indulgence.com,27700,DropCatch,10,1,0,0
2020-02-13,homeoutlet.com,13550,GoDaddy,10,1,0,0
2020-02-13,laptoprepair.com,6301,GoDaddy,12,1,0,0
2020-02-12,60666.com,36250,GoDaddy,5,1,0,1
2020-02-12,ease.io,28888,Park.io,4,0,0,0
2020-02-12,hntv.com,21529,NameJet,4,1,0,0
2020-02-12,retailjobs.com,15000,GoDaddy,10,1,0,0
2020-02-13,gintonic.com,6050,NameJet,8,1,0,0
2020-02-13,carinsure.com,6005,DropCatch,9,1,0,0
2020-02-12,89c.com,11559,GoDaddy,3,1,0,1
2020-02-12,calredwood.org,9073,GoDaddy,10,0,0,0
2020-02-12,doortodoor.com,7777,NameJet,10,1,0,0
2020-02-12,betcheck.com,5456,Sedo,8,1,0,0
2020-02-14,xfk.com,17305,GoDaddy,3,1,0,0
2020-02-14,ffbi.cn,10000,Sedo,4,0,0,0
2020-02-14,powertrekk.com,9200,GoDaddy,10,1,0,0
2020-02-14,rottenwifi.com,6713,GoDaddy,10,1,0,0
2020-02-12,restaurantcentral.com,5088,BuyDomains,17,1,0,0
2020-02-14,wm8.com,5000,GoDaddy,3,1,0,1
2020-02-14,slinda.com,5000,Sedo,6,1,0,0
2020-02-15,layer.co,10000,Sedo,5,0,0,0
2020-02-15,upfix.com,6000,Sedo,5,1,0,0
2020-02-15,whoindia.org,5600,GoDaddy,8,0,0,0
2020-02-16,c90.com,13900,GoDaddy,3,1,0,1
2020-02-16,bigleague.com,8921,NameJet,9,1,0,0
2020-02-16,7mall.com,7530,NameJet,5,1,0,1
2020-02-16,domesticviolence.org,6302,NameJet,16,0,0,0
2020-02-16,goodreviews.com,5800,GoDaddy,11,1,0,0
2020-02-16,cardguard.com,5700,DropCatch,9,1,0,0
2020-02-16,golfmarketing.com,5700,NameJet,13,1,0,0
2020-02-16,athm.org,5001,NameJet,4,0,0,0
2020-02-17,greenfeet.com,6001,GoDaddy,9,1,0,0
2020-02-18,luckymag.com,66250,DropCatch,8,1,0,0
2020-02-18,secretadmirer.com,8988,GoDaddy,13,1,0,0
2020-02-18,cincinnati.org,5050,DropCatch,10,0,0,0
2020-02-19,bettingtips.com,150000,Sedo,11,1,0,0
2020-02-19,eventmaker.com,21595,Sedo,10,1,0,0
2020-02-19,allocations.com,15000,Sedo,11,1,0,0
2020-02-19,cinema.net,8253,NameJet,6,0,0,0
2020-02-19,klax.dk,5399,Sedo,4,0,0,0
2020-02-20,alzheimersreadingroom.com,9100,GoDaddy,21,1,0,0
2020-02-20,manora.de,6695,Sedo,6,0,0,0
2020-02-20,rentdepot.com,5900,Sedo,9,1,0,0
2020-02-20,unternehmen.ch,5130,Sedo,11,0,0,0
2020-02-20,jones.net,5050,NameJet,5,0,0,0
2020-03-25,bao.com,172984,4.CN,3,1,0,0
2020-03-25,commutewise.com,7800,Sedo,11,1,0,0
2020-03-25,dezine.com,5701,GoDaddy,6,1,0,0
2020-03-25,80303.com,5300,GoDaddy,5,1,0,1
2020-03-27,shop.app,200000,Sedo,4,0,0,0
2020-03-27,uhr.de,77483,Sedo,3,0,0,0
2020-03-27,stagram.com,61000,GoDaddy,7,1,0,0
2020-03-27,newgamernation.com,10055,DropCatch,14,1,0,0
2020-03-26,lands.com,13600,Sedo,5,1,0,0
2020-03-26,lullysleep.com,7100,GoDaddy,10,1,0,0
2020-03-26,isportsweb.com,5001,GoDaddy,10,1,0,0
2020-03-25,gukan.com,5300,GoDaddy,5,1,0,0
2020-03-25,cdot.com,5038,GoDaddy,4,1,0,0
2020-03-27,joyclub.cz,9409,Sedo,7,0,0,0
2020-03-27,13987.com,7100,GoDaddy,5,1,0,1
2020-03-27,bestapp.com,5222,DropCatch,7,1,0,0
2020-03-28,1740.com,20508,NameJet,4,1,0,1
2020-03-28,united-states.com,15136,GoDaddy,13,1,1,0
2020-03-28,yl888.com,11255,GoDaddy,5,1,0,1
2020-03-28,viss.com,5301,GoDaddy,4,1,0,0
2020-03-29,khols.com,81559,NameJet,5,1,0,0
2020-03-29,texasnfatrust.com,51000,GoDaddy,13,1,0,0
2020-03-29,paycard.com,23101,DropCatch,7,1,0,0
2020-03-29,texasguntrust.com,20525,GoDaddy,13,1,0,0
2020-03-30,cnjonline.com,8900,GoDaddy,9,1,0,0
2020-03-30,nafjobs.org,8200,GoDaddy,7,0,0,0
2020-03-30,onlinetutors.com,7600,Sedo,12,1,0,0
2020-03-30,freett.com,6850,GoDaddy,6,1,0,0
2020-03-29,25678.com,8250,NameJet,5,1,0,1
2020-03-29,tampatrib.com,8101,GoDaddy,9,1,0,0
2020-03-29,alburj.com,5700,NameJet,6,1,0,0
2020-03-30,cassini.com,5449,GoDaddy,7,1,0,0
2020-03-30,decentralization.com,5050,DropCatch,16,1,0,0
2020-02-22,0778.com,86000,GoDaddy,4,1,0,1
2020-02-22,underline.com,17550,DropCatch,9,1,0,0
2020-02-22,smartblinds.com,14500,Sedo,11,1,0,0
2020-02-22,todaynews.com,10050,DropCatch,9,1,0,0
2020-03-31,fanqiu.com,5555,GoDaddy,6,1,0,0
2020-02-22,superex.com,6800,GoDaddy,7,1,0,0
2020-02-22,preprint.com,6005,GoDaddy,8,1,0,0
2020-02-22,t69.com,5350,JazzDomain.com,3,1,0,1
2020-02-22,cannatechnology.com,5001,GoDaddy,15,1,0,0
2020-02-23,33327.com,15250,GoDaddy,5,1,0,1
2020-02-23,5g.org,6150,GoDaddy,2,0,0,1
2020-02-23,rrting.com,5158,DropCatch,6,1,0,0
2020-02-22,twj.org,5000,BuyDomains,3,0,0,0
2020-02-24,theboot.com,31201,NameJet,7,1,0,0
2020-02-24,zdv.com,14250,GoDaddy,3,1,0,0
2020-02-24,coolgadgets.com,11750,DropCatch,11,1,0,0
2020-02-24,linuxiso.org,7680,GoDaddy,8,0,0,0
2020-02-25,3y.com,46000,GoDaddy,2,1,0,1
2020-02-25,agriweb.com,8750,DropCatch,7,1,0,0
2020-02-25,investingacademy.com,7100,GoDaddy,16,1,0,0
2020-02-25,lexinter.net,6200,GoDaddy,8,0,0,0
2020-02-26,codi.com,40000,Sedo,4,1,0,0
2020-02-26,33339.com,33755,GoDaddy,5,1,0,1
2020-02-26,6439.com,25505,GoDaddy,4,1,0,1
2020-02-26,atomichealth.com,15000,Sedo,12,1,0,0
2020-02-27,askme.com,95000,NameJet,5,1,0,0
2020-02-27,samuel-beckett.net,11251,GoDaddy,14,0,1,0
2020-02-27,sharing.group,5200,Sedo,7,0,0,0
2020-02-25,dailyhope.com,5900,GoDaddy,9,1,0,0
2020-02-26,yury.com,7601,GoDaddy,4,1,0,0
2020-02-26,nwph.net,5050,GoDaddy,4,0,0,0
2020-02-28,oa.com,609068,Sedo,2,1,0,0
2020-02-28,mallorca.at,10884,Sedo,8,0,0,0
2020-02-28,businessinsights.com,5050,NameJet,16,1,0,0
2020-02-29,qup.com,20500,NameJet,3,1,0,0
2020-02-29,expertbeacon.com,12000,GoDaddy,12,1,0,0
2020-02-29,valvetime.net,8200,GoDaddy,9,0,0,0
2020-03-01,02666.com,24250,GoDaddy,5,1,0,1
2020-03-01,homelab.com,20000,EmpireNames.com,7,1,0,0
2020-03-01,langlang.com,12600,NameJet,8,1,0,0
2020-03-01,agriweb.com,6050,DropCatch,7,1,0,0
2020-02-29,miet.de,5514,Sedo,4,0,0,0
2020-03-01,flotten-versicherung.de,5955,Sedo,20,0,1,0
2020-03-01,mercymemorial.org,5500,NameJet,13,0,0,0
2020-03-01,thesop.org,5251,GoDaddy,6,0,0,0
2020-03-01,bestapp.com,5250,DropCatch,7,1,0,0
2020-04-02,wi.de,32545,Sedo,2,0,0,0
2020-04-02,boxine.com,21879,Sedo,6,1,0,0
2020-04-02,tronic.com,21555,GoDaddy,6,1,0,0
2020-04-02,wtl.com,15300,DropCatch,3,1,0,0
2020-03-01,herstel.com,5175,BuyDomains,7,1,0,0
2020-04-02,flashwork.com,5688,BuyDomains,9,1,0,0
2020-04-02,gamingbus.com,5550,DropCatch,9,1,0,0
2020-04-02,wesrch.com,5500,NameJet,6,1,0,0
2020-04-02,mohair.com,5100,NameJet,6,1,0,0
2020-04-03,searcher.com,40000,Sedo,8,1,0,0
2020-04-03,xgo.com,25600,GoDaddy,3,1,0,0
2020-04-03,ghbank.com,15000,Sedo,6,1,0,0
2020-04-03,19799.com,9400,GoDaddy,5,1,0,1
2020-04-03,cooljobs.com,8871,GoDaddy,8,1,0,0
2020-04-03,kode.de,8136,Sedo,4,0,0,0
2020-04-03,starworld.com,5850,DropCatch,9,1,0,0
2020-04-04,3049.com,33600,GoDaddy,4,1,0,1
2020-04-04,crochetme.com,15001,GoDaddy,9,1,0,0
2020-04-04,mm.co.uk,12270,Sedo,2,0,0,0
2020-04-04,12525.com,5700,GoDaddy,5,1,0,1
2020-04-04,wesearch.com,5450,NameJet,8,1,0,0
2020-04-04,onlineevents.com,5000,BuyDomains,12,1,0,0
2020-04-04,shopify.org,5000,Sedo,7,0,0,0
2020-04-05,999555.com,44000,NameJet,6,1,0,1
2020-04-05,000999.com,7827,DropCatch,6,1,0,1
2020-04-05,endlessly.com,7052,DropCatch,9,1,0,0
2020-04-05,cbdsale.com,6200,GoDaddy,7,1,0,0
2020-04-05,singlemingle.com,5255,GoDaddy,12,1,0,0
2020-04-06,measles.org,5350,DropCatch,7,0,0,0
2020-04-06,onya.com,5250,DropCatch,4,1,0,0
2020-04-07,think.ai,21009,Whois.ai,5,0,0,0
2020-04-07,gyr.com,17500,GoDaddy,3,1,0,0
2020-04-07,casperjs.org,12650,DropCatch,8,0,0,0
2020-04-07,storage.ai,10010,Whois.ai,7,0,0,0
2020-04-09,phlov.de,7065,Sedo,5,0,0,0
2020-04-09,alzheimersreadingroom.com,6104,DropCatch,21,1,0,0
2020-04-07,c4design.com,10000,Sedo,8,1,0,1
2020-04-07,thefashion.com,10000,DropCatch,10,1,0,0
2020-04-07,centerforhealthreporting.org,6600,GoDaddy,24,0,0,0
2020-04-08,iaas.com,11388,NameJet,4,1,0,0
2020-04-07,genomics.ai,6575,Whois.ai,8,0,0,0
2020-03-02,fingertip.com,13000,NameJet,9,1,0,0
2020-04-10,pgfoundry.org,5550,GoDaddy,9,0,0,0
2020-03-03,digid.com,33432,Sedo,5,1,0,0
2020-03-03,fhe.org,11000,Sedo,3,0,0,0
2020-03-03,marketingsummit.com,6516,NameJet,15,1,0,0
2020-03-03,burstnet.com,6101,GoDaddy,8,1,0,0
2020-03-03,skibo.com,6000,BuyDomains,5,1,0,0
2020-03-03,635.net,5450,DropCatch,3,0,0,1
2020-03-03,padgadget.com,5050,GoDaddy,9,1,0,0
2020-03-04,intonation.com,7813,Sedo,10,1,0,0
2020-03-04,kunai.com,7032,NameJet,5,1,0,0
2020-03-04,qp58.com,6200,GoDaddy,4,1,0,1
2020-03-04,ghanaimmigration.org,6054,GoDaddy,16,0,0,0
2020-03-04,hoothemes.com,5300,GoDaddy,9,1,0,0
2020-03-05,youliang.com,15250,GoDaddy,8,1,0,0
2020-03-05,tailwind.de,6628,Sedo,8,0,0,0
2020-03-05,printcountry.com,5112,GoDaddy,12,1,0,0
2020-03-06,rs.de,78631,Sedo,2,0,0,0
2020-03-06,memories.net,41000,Sedo,8,0,0,0
2020-03-06,questexweb.com,16750,GoDaddy,10,1,0,0
2020-03-06,uys.com,14999,NameJet,3,1,0,0
2020-03-06,steelnet.com,7088,BuyDomains,8,1,0,0
2020-03-07,slotz.com,40149,DropCatch,5,1,0,0
2020-03-07,reference.co,12416,Sedo,9,0,0,0
2020-03-07,shana.com,8080,NameJet,5,1,0,0
2020-03-06,onehour.com,6605,DropCatch,7,1,0,0
2020-03-06,uhr.org,5617,Sedo,3,0,0,0
2020-03-06,thefw.com,5002,NameJet,5,1,0,0
2020-03-07,healthexchange.com,7368,GoDaddy,14,1,0,0
2020-03-07,moglia.com,5788,BuyDomains,6,1,0,0
2020-03-07,eidea.com,5700,GoDaddy,5,1,0,0
2020-03-07,ptsdunited.org,5100,GoDaddy,10,0,0,0
2020-03-08,ylcp.com,12750,GoDaddy,4,1,0,0
2020-03-08,nos.org,8200,GoDaddy,3,0,0,0
2020-03-08,sf88.com,8100,GoDaddy,4,1,0,1
2020-03-07,tropic.org,5088,BuyDomains,6,0,0,0
2020-03-08,writerpreneur.com,7999,Sedo,13,1,0,0
2020-03-08,scalemodel.net,5000,NameJet,10,0,0,0
2020-03-09,77k.com,32750,GoDaddy,3,1,0,1
2020-03-09,baycitizen.org,8900,GoDaddy,10,0,0,0
2020-03-09,chinaad.com,5501,GoDaddy,7,1,0,0
2020-03-10,perfectos.be,51270,Sedo,9,0,0,0
2020-03-10,99678.com,40200,NameJet,5,1,0,1
2020-03-10,think.ai,27525,Whois.ai,5,0,0,0
2020-03-10,3377.cc,22472,GoDaddy,4,0,0,1
2020-03-10,menlook.com,7800,GoDaddy,7,1,0,0
2020-03-10,saveourh2o.org,7403,GoDaddy,10,0,0,1
2020-03-10,victron.com,7006,NameJet,7,1,0,0
2020-03-10,driven.ai,5009,Whois.ai,6,0,0,0
2020-03-11,conspiracyplanet.com,9000,GoDaddy,16,1,0,0
2020-03-11,upshares.com,6500,Sedo,8,1,0,0
2020-03-11,joking.com,5750,Sedo,6,1,0,0
2020-03-11,powergames.com,5301,GoDaddy,10,1,0,0
2020-03-11,cheekykitchen.com,5100,GoDaddy,13,1,0,0
2020-03-11,varen.com,5054,Sedo,5,1,0,0
2020-03-11,ubite.com,5000,Sedo,5,1,0,0
2020-04-14,siku.com,64500,GoDaddy,4,1,0,0
2020-04-14,touche.com,18677,NameJet,6,1,0,0
2020-04-14,certified.org,15055,GoDaddy,9,0,0,0
2020-04-14,zz22.com,10000,GoDaddy,4,1,0,1
2020-04-14,535.net,8500,GoDaddy,3,0,0,1
2020-04-16,collective.space,8000,Sedo,10,0,0,0
2020-04-16,tmce.com,5500,Sedo,4,1,0,0
2020-04-16,xpj777.com,5033,GoDaddy,6,1,0,1
2020-04-14,xtremepower.com,8150,GoDaddy,11,1,0,0
2020-04-14,makemoneyfromhome.com,7600,GoDaddy,17,1,0,0
2020-04-14,apps-of-a-feather.com,6045,GoDaddy,17,1,1,0
2020-04-15,88802.com,11900,GoDaddy,5,1,0,1
2020-04-15,lflus.com,11611,NameJet,5,1,0,0
2020-04-15,lipay.com,9600,GoDaddy,5,1,0,0
2020-04-15,mobiuslabs.com,7500,Sedo,10,1,0,0
2020-04-15,03366.com,7200,GoDaddy,5,1,0,1
2020-04-15,btce.com,5100,Sedo,4,1,0,0
2020-04-15,ciso.online,5000,Sedo,4,0,0,0
2020-04-17,wenku.com,22222,GoDaddy,5,1,0,0
2020-04-17,pronoun.com,9999,GoDaddy,7,1,0,0
2020-04-17,hypersport.de,7877,Sedo,10,0,0,0
2020-04-17,perfectos.pe,5500,Sedo,9,0,0,0
2020-04-17,4ir.org,5000,Dosebuy.com,3,0,0,1
2020-04-18,huckmagazine.com,15250,GoDaddy,12,1,0,0
2020-04-18,site.pl,10871,Sedo,4,0,0,0
2020-04-18,thegreenhousetavern.com,8211,GoDaddy,19,1,0,0
2020-04-18,yabause.org,7800,DropCatch,7,0,0,0
2020-04-19,hyw.com,21850,GoDaddy,3,1,0,0
2020-04-19,zuji.com,16050,DropCatch,4,1,0,0
2020-04-19,7605.com,11750,GoDaddy,4,1,0,1
2020-04-19,bemwireless.com,10000,GoDaddy,11,1,0,0
2020-04-19,vrbox.com,7255,GoDaddy,5,1,0,0
2020-04-19,dailyindependentnig.com,5000,GoDaddy,19,1,0,0
2020-04-20,casperjs.org,14650,DropCatch,8,0,0,0
2020-04-20,creativecore.com,5400,GoDaddy,12,1,0,0
2020-04-20,pdfmenot.com,5300,DropCatch,8,1,0,0
2020-04-23,lisbon-treaty.org,20050,DropCatch,13,0,1,0
2020-04-23,junjun.com,18500,NameJet,6,1,0,0
2020-04-23,tredosoft.com,7877,GoDaddy,9,1,0,0
2020-04-23,bet20.com,7877,GoDaddy,5,1,0,1
2020-04-23,synbioproject.org,7800,GoDaddy,13,0,0,0
2020-04-23,opinionresearch.com,7450,GoDaddy,15,1,0,0
2020-04-23,apartmentfinders.com,6255,NameJet,16,1,0,0
2020-04-23,piny.com,5100,DropCatch,4,1,0,0
2020-04-23,nakusi.com,5000,Sedo,6,1,0,0
2020-04-22,punks.com,60000,Sedo,5,1,0,0
2020-04-22,statesattorney.org,10000,NameJet,14,0,0,0
2020-04-22,nautico.com,5589,NameJet,7,1,0,0
2020-04-25,casino.buzz,20501,Sedo,6,0,0,0
2020-04-25,cointech.com,13000,GoDaddy,8,1,0,0
2020-04-25,certik.com,10510,NameJet,6,1,0,0
2020-04-25,getpumped.com,10022,DropCatch,9,1,0,0
2020-04-25,gnomedesktop.org,9855,GoDaddy,12,0,0,0
2020-04-25,hellawella.com,7306,NameJet,10,1,0,0
2020-04-25,chazzy.com,5200,BuyDomains,6,1,0,0
2020-04-26,787.cc,51000,Dynadot,3,0,0,1
2020-04-26,laplaya.com,11060,GoDaddy,7,1,0,0
2020-04-26,lutheran-hymnal.com,10251,GoDaddy,15,1,1,0
2020-04-26,betglobal.com,8049,DropCatch,9,1,0,0
2020-04-26,luckyroll.com,6550,GoDaddy,9,1,0,0
2020-04-26,projectfixup.com,5300,GoDaddy,12,1,0,0
2020-04-27,87588.com,11850,GoDaddy,5,1,0,1
2020-04-27,6834.com,8300,GoDaddy,4,1,0,1
2020-04-27,orchidlady.com,5820,GoDaddy,10,1,0,0
2020-04-29,webmonkey.com,65500,NameJet,9,1,0,0
2020-04-29,singinst.org,7155,GoDaddy,8,0,0,0
2020-04-29,weldbham.com,7100,GoDaddy,8,1,0,0
2020-04-29,keystaff.com,7000,Sedo,8,1,0,0
